title,author,year,press,price,category
大话数据结构——超级畅销书《大话设计模式》作者程杰潜心三年推出大话第二季！（轻松学会数据结构）,程杰  著,2011,清华大学出版社,59.0,计算机/网络
代码整洁之道(Robert C. Martin力作，韩磊献译),[美]Robert C. Martin 著,2009,人民邮电出版社,59.0,计算机/网络
Spring实战 第5版,[美] 克雷格·沃斯（Craig Walls）,2020,人民邮电出版社,99.0,计算机/网络
AutoCAD 2019从入门到精通CAD视频教程（实战案例版）,天工在线,2019,水利水电出版社,89.8,计算机/网络
Power BI商业数据分析项目实战,武俊敏,2019,电子工业出版社,79.8,计算机/网络
重构：数字化转型的逻辑,安筱鹏,2019,电子工业出版社,79.0,计算机/网络
程序员代码面试指南：IT名企算法与数据结构题目最优解（第2版）,左程云,2019,电子工业出版社,109.0,计算机/网络
持续交付2.0 业务引领的DevOps精要,乔梁,2019,人民邮电出版社,89.0,计算机/网络
作家榜经典：父与子全集(郑渊洁推荐版《父与子》，亲子同读必备！连续3年销量靠前，开创10万+读者五星好评推荐),[德] 卜劳恩 绘，作家榜经典 出品，大星文化,2017,浙江文艺出版社,39.9,动漫/幽默
长歌行9,夏达　著,2015,新世纪出版社,19.8,动漫/幽默
如果历史是一群喵1-5（套装共5册）,肥志,2019,广东旅游出版社,278.6,动漫/幽默
你今天真好看+我可以咬一口吗+一见你就好心情,莉兹·克里莫，果麦文化 出品,2019,天津人民出版社,147.0,动漫/幽默
国家是怎样炼成的（套装共3册）,赛雷 著 华文天下出品,2019,中国致公出版社,142.8,动漫/幽默
如果历史是一群喵5-乱世三国篇,肥志 编绘,2019,广东旅游出版社,59.8,动漫/幽默
就喜欢你看不惯我又干不掉我的样子4,白茶 著,2019,人民文学出版社,59.0,动漫/幽默
如果历史是一群喵4-东汉末年篇,肥志 编绘,2019,广东旅游出版社,59.8,动漫/幽默
父与子全集（全彩版）,[德] 埃·奥·卜劳恩  绘,2017,浙江工商大学出版社,36.0,动漫/幽默
赛雷新书：赛雷三分钟漫画世界史（中小学生超喜爱的课外历史读物）,"赛雷 著,博集天卷 出品",2019,湖南文艺出版社,49.8,动漫/幽默
罗小黑战记.1（豆瓣评分9.6！同名大电影《罗小黑战记》热播中！有生之年国漫的未来，划时代的癫疯之作！）,MTJJ 著；读客文化 出品,2015,北京联合出版公司,39.8,动漫/幽默
就喜欢你看不惯我又干不掉我的样子3 白茶的书,白茶,2017,中国友谊出版公司,55.0,动漫/幽默
长歌行8,夏达,2015,新世纪出版社,19.8,动漫/幽默
小林漫画“入选2019年全国lll卷高考作文题”（全二册当当独家限量印章版）,林帝浣,2019,长江文艺出版社,96.0,动漫/幽默
长草颜团子：这只梦想是毛茸茸的,腿丽丝，白马时光 出品,2018,百花洲文艺出版社,59.8,动漫/幽默
步天歌.1（夏达继《子不语》《长歌行》之后，全新长篇连载作品。）,夏达,2019,新世纪出版社,48.0,动漫/幽默
长歌行5,夏达 编绘,2013,新世纪出版社,18.0,动漫/幽默
日本大师讲漫画：零基础漫画入门教程,（日）绿华野菜子 著 方密 译,2019,水利水电出版社,45.0,动漫/幽默
肚子饿万岁（暖心治愈绘本天后高木直子新作。人生就是一场觅食，不如想尽花招吃个痛快！献给所有热爱美食、热爱旅行、心有牵挂的人。）,[日]高木直子/著绘 ，香冰/译,2015,北京联合出版公司,39.9,动漫/幽默
爆笑校园1-10套装,朱斌　著,2012,,100.0,动漫/幽默
要命的选择：霍尔姆斯杀人案、洞穴奇案和吉姆的困境,(美)雨果·亚当·贝多,2016,北京大学出版社,35.0,法律
一本书读懂法律常识：解答日常法律难题的十万个为什么（常用法律速查速用）,张红军 著,2015,中华工商联合出版社,39.8,法律
《全国法院民商事审判工作会议纪要》理解与适用,最高人民法院民事审判第二庭,2019,人民法院出版社,138.0,法律
中华人民共和国安全生产法·实用版（2018最新版）,中国法制出版社,2018,中国法制出版社,15.0,法律
中华人民共和国合同法注释本（含最新民法总则 含司法解释注释）,法律出版社法规中心 编,2017,法律出版社,28.0,法律
圆圈正义（少量作者签名版、签章版随机发货）,罗翔,2019,中国法制出版社,46.0,法律
你不可不知的法律常识,张志强 著,2017,中华工商联合出版社,48.0,法律
西窗法雨（精装）,刘星 著,2013,法律出版社,45.0,法律
中华人民共和国刑法·实用版（根据刑法修正案十 全新修订 第八版）,中国法制出版社,2017,中国法制出版社,27.0,法律
中华人民共和国劳动合同法·实用版（2018版）,中国法制出版社,2018,中国法制出版社,22.0,法律
中华人民共和国婚姻法·实用版（2018版）,中国法制出版社,2018,中国法制出版社,22.0,法律
民法思维：请求权基础理论体系（兼容英美法系判例研究与大陆法系学理探讨，构建全新法学思维模式）,王泽鉴　著,2009,北京大学出版社,38.0,法律
公民宪法知识读本,全国普法办 编写,2018,法律出版社,39.0,法律
枫桥经验之人民调解案例故事,蔡娟 编,2018,浙江工商大学出版社,28.0,法律
异乡人,（法）加缪　著，张一乔　译,2015,北京大学出版社,28.0,法律
刑事审判参考（总第117集）,中华人民共和国最高人民法院刑事审判第一、二、三、四、五庭 主办,2019,法律出版社,38.0,法律
中华人民共和国劳动法·实用版（2018版）,中国法制出版社,2018,中国法制出版社,20.0,法律
中华人民共和国消费者权益保护法·实用版（2018版）,中国法制出版社,2018,中国法制出版社,18.0,法律
中华人民共和国宪法·实用版（2018版）,中国法制出版社,2018,中国法制出版社,20.0,法律
中华人民共和国民事诉讼法注释本（全新修订版） 团购电话 4001066666转6,法律出版社法规中心 编,2017,法律出版社,28.0,法律
美国儿科学会育儿百科（第6版，2018全新增订),〔美〕斯蒂文·谢尔弗 主编  陈铭宇，周莉，池丽叶 等 译,2018,北京科学技术出版社,89.0,育儿/早教
爱上阅读的秘密：儿童分级阅读启蒙（大J小D新书。精装书+豪华手账珍藏套装）,大J，卢俊,2020,吉林出版集团股份有限公司,136.0,育儿/早教
实用程序育儿法(新版),"[美] 特蕾西·霍格,梅琳达·布劳 著,张雪兰 译",2016,北京联合出版公司,42.0,育儿/早教
宝宝辅食添加每周计划,童笑梅，胡敏  编著,2017,化学工业出版社,49.8,育儿/早教
从出生到3岁（新版）,伯顿·L.怀特,2016,北京联合出版公司,39.0,育儿/早教
美国金宝贝早教婴幼儿游戏(0-3岁),〔美〕温蒂玛斯、〔美〕罗尼科恩莱德曼 主编，  栾晓森、史凯 译,2016,北京科学技术出版社,79.0,育儿/早教
大J小D新书 打造儿童超级大脑,,2019,中国妇女出版社,59.8,育儿/早教
跟早教专家学儿童潜能开发(大J小D新书),,2018,中国妇女出版社,58.0,育儿/早教
卡尔·威特的教育,[德]卡尔˙威特 等著  郭凤英 译,2016,浙江教育出版社,35.0,育儿/早教
蒙台梭利早教经典（全五册：发现孩子+童年的秘密+有吸收力的心灵+蒙台梭利早期教育法+蒙台梭利儿童教育手册）[精选套装],〔意〕蒙台梭利 著  刘莹 等 译,2018,浙江工商大学出版社,123.0,育儿/早教
婴幼儿睡眠全书:小土教你守护安睡宝贝（汇集众多中国妈妈实践经验，一本中国妈妈自己的宝宝睡眠书。万千妈妈倾力推荐）,小土大橙子,2017,北京师范大学出版社,45.0,育儿/早教
辅食每周吃什么（汉竹）,刘长伟,2018,江苏科学技术出版社,49.8,育儿/早教
育儿百科（定本),(日)松田道雄,2010,华夏出版社,49.0,育儿/早教
西尔斯亲密育儿百科（全新软精装版，母婴大V小小包麻麻、年糕妈妈、小土大橙子联合推荐）,威廉·西尔斯 等 著，  新经典  出品,2019,南海出版公司,128.0,育儿/早教
年糕妈妈辅食日志（专为6个月-2岁宝宝打造的科学辅食宝典）,李丹阳  著   紫图  出品,2017,北京联合出版有限公司,69.9,育儿/早教
新生儿婴儿幼儿护理大百科,艾贝母婴研究中心,2018,四川科技出版社,59.8,育儿/早教
崔玉涛：宝贝健康公开课,崔玉涛,2013,,48.0,育儿/早教
3岁前 好妈妈一定要懂的育儿心理(科学认识宝宝3岁前的每一个成长关键期，掌握宝宝心理成长规律，父母必备的心理育儿手册),木紫,2011,中国妇女出版社,25.0,育儿/早教
捕捉儿童0—6岁敏感期,张权著,2018,吉林美术出版社,49.8,育儿/早教
崔玉涛育儿百科,崔玉涛,2018,中信出版社,178.0,育儿/早教
定投十年财务自由：钉大新作,银行螺丝钉,2019,中信出版社,59.0,投资理财
怎样选择成长股（珍藏版，巴菲特之师菲利普?Ａ?费舍，吕可嘉译，第三版全新的译本，经典证券图书）,菲利普 费舍,2017,地震出版社,50.0,投资理财
华尔街幽灵（典藏版）,（美）阿瑟·L.辛普森　著，张志浩，关磊　译,2012,中国社会科学出版社,38.0,投资理财
富爸爸财务自由之路,罗伯特·清崎，莎伦·莱希特著 萧明译,2017,四川人民出版社,45.0,投资理财
投资理财从入门到精通（本书是为国人定制的一本书读懂投资理财学。其中有巴菲特必授的集中投资理论和信用管理，带你了解互联网金融、学会风险投资，阅读本书开始实现自己的价值投资！ ）,墨知行,2017,中国商业出版社,39.8,投资理财
艾略特波浪理论：市场行为的关键（二十周年纪念版）（团购，请致电400-106-6666转6）,(美)普莱切特,2010,机械工业出版社,38.0,投资理财
半小时漫画股票实战法  随书附赠2020年专属日历（财经杂质作品，从零开始学炒股，股票漫画相结合，实战扫盲利器）,财经杂质,2020,天地出版社,68.0,投资理财
手把手教你读财报1+2 当当独家套装版,唐朝 著,2018,中国经济出版社,105.0,投资理财
量价分析：量价分析创始人威科夫的盘口解读方法(团购，请致电400-106-6666转6),（英）安娜·库林 著，肖凤娟 译,2016,中国青年出版社,49.0,投资理财
股票投资入门与实战技巧：从零开始学炒股,王坤　著,2014,团结出版社,35.0,投资理财
海龟交易法则,(美)费思,2013,中信出版社,59.0,投资理财
滚雪球：巴菲特投资传奇  著名财经作家、巴菲特研究专家严行方集大成著作；价值投资经典，10年长销不衰；全球金融投资巨擘、“股神”巴菲特62年投资生涯，价值投资者必读人物传记,严行方,2018,南方出版社,58.0,投资理财
一本书读懂K线图：股票K线技法快速入门到精通,王坤　著,2015,中华工商联合出版社,38.0,投资理财
十年一梦-一个操盘手的自白（2017年新版）,青泽著,2017,北京联合出版公司,48.0,投资理财
股市趋势技术分析（原书第10版）,[美]　罗伯特D.爱德华兹， 约翰·迈吉，W. H. C.巴塞蒂,2017,机械工业出版社,168.0,投资理财
费雪论成长股获利：投资大师80年投资致富的选股方法，费雪的投资智慧让巴菲特提前至少10年成为世界首富，读完这本书才能真正读懂＜＜怎样选择成长股＞.,[美] 菲利普A.费雪 （Philip A. Fisher）著，刘寅龙 译；中资海派  出品,2014,广东经济出版社有限公司,48.0,投资理财
陪孩子走过小学六年（全新增订版）（新版）,刘称莲,2019,北京联合出版公司,45.0,亲子/家教
富爸爸为什么富人越来越富,【美】罗伯特·清崎   【美】汤姆·惠尔赖特  朱钦芦 译,2017,四川人民出版社,49.8,投资理财
聪明的投资者（第4版，注疏点评版）,（美）本杰明·格雷厄姆,2016,人民邮电出版社,88.0,投资理财
投资心理·第1名：交易心理分析 用自信、自律和赢家心态掌控市场,(美)马克.道格拉斯,2011,电子工业出版社,58.0,投资理财
巴菲特之道（原书第3版）（团购，请致电400-106-6666转6）,（美）罗伯特哈格斯特朗（Robert G. Hagstrom）著，杨天南译,2015,机械工业出版社,59.0,投资理财
一人锅：一个人的小锅料理（一人食新创意！一口小锅，搞定你的一日三餐）,[日] 小田真规子 著 快读慢活 出品,2019,江苏凤凰文艺出版社,68.0,烹饪/美食
爱和自由 回家做面包,爱和自由,2019,北京科学技术出版社,59.0,烹饪/美食
你不懂咖啡：有料、有趣、还有范儿的咖啡知识百科,[日]石胁智广 著 快读慢活 出品,2014,江苏文艺出版社,32.8,烹饪/美食
坨坨妈：烘焙新手入门（汉竹）,坨坨妈,2016,江苏科学技术出版社,49.8,烹饪/美食
本味家常菜 : 凉拌、小炒、汤煲3688例,屈浩 编著,2017,青岛出版社,39.0,烹饪/美食
家常菜精选1288例：现代人（中餐厅店长赵薇也在看的菜谱书。畅销10年，获国际美食图书大赛简易操作大奖、全国畅销菜谱书奖）,,2007,中国轻工业出版社,29.8,烹饪/美食
267 碗好吃的面（汤面、拌面、炒面、焗面与汤头、高汤、酱料的奇妙组合，让你打开味蕾，感受面条的美妙滋味！令人无法抗拒的美味面条！）,杨桃美食编辑部   凤凰含章出品,2015,江苏科学技术出版社,29.8,烹饪/美食
茶道：从喝茶到懂茶（汉竹）,王建荣　主编,2016,江苏科学技术出版社,48.0,烹饪/美食
中国居民膳食指南（2016）,中国营养学会,2016,人民卫生出版社,68.0,烹饪/美食
风味人间导演陈晓卿 至味在人间,陈晓卿,2016,广西师范大学出版社,38.0,烹饪/美食
超简单！烤箱料理（萨巴厨房）,萨巴蒂娜,2017,中国轻工业出版社,39.8,烹饪/美食
寻茶记：中国茶叶地理,艺美生活 编著,2018,中国轻工业出版社,49.8,烹饪/美食
小嶋老师的蛋糕教室（日本超人气甜点女王小嶋ルミ的蛋糕秘籍，超详细的糕点做法，手把手教您做出美味糕点）,(日)小岛留美,2013,辽宁科学技术出版社,32.0,烹饪/美食
做好一道菜,罗生堂,2017,北京科学技术出版社,59.0,烹饪/美食
你不懂茶（茶文化入门必读经典，日本插画师精心手绘300余幅插图，时尚、有料、有趣的茶知识百科）,[日] 三宅贵男 著 快读慢活 出品,2019,江苏凤凰文艺出版社,48.0,烹饪/美食
原汁原味，好吃蒸菜（萨巴厨房）,萨巴蒂娜,2018,中国轻工业出版社,49.8,烹饪/美食
君之烘焙：烘焙的基本,君之,2019,北京科学技术出版社,69.0,烹饪/美食
营养早餐分分钟就搞定（274 道美味早餐，每一道都是满满的幸福和爱！）,杨桃美食编辑部　主编    凤凰含章出品,2015,江苏科学技术出版社,29.8,烹饪/美食
日日之食 家常菜的小秘密,陈宇慧·田螺姑娘,2017,机械工业出版社,49.8,烹饪/美食
面包,（日）吉野精一,2016,煤炭工业出版社,98.0,烹饪/美食
西方神秘学指津(科学史译丛),[荷]乌特·哈内赫拉夫 著，张卜天 译,2018,商务印书馆,52.0,文化
菜根谭+围炉夜话+小窗幽记：插画全注，一字未删民国定本（套装全2册）,〔明〕洪应明〔清〕王永彬〔明〕陈继儒 著，舒雨 注,2019,北京日报出版社（原同心出版社）,58.0,古籍
古文观止译注(精装注音版，无障碍阅读!)(当当定制升级版),"李梦生,史良昭 等译注",2018,上海古籍出版社,68.0,古籍
唐诗三百首（中华经典藏书·升级版）,顾青 编注,2016,中华书局,26.0,古籍
古文观止（上下册）（中华经典藏书·升级版）,钟基，李先银，王身钢 译注,2016,中华书局,60.0,古籍
彩图全解山海经（彩图精装）,（汉）刘向，（汉）刘歆 编；思履 主编,2013,中国华侨出版社,29.8,古籍
史记（文白对照本）（精装全四册）,张大可,2019,商务印书馆,298.0,古籍
论语（中华经典藏书·升级版）,陈晓芬 译注,2016,中华书局,18.0,古籍
曾国藩家书（附足本《家训》）李鸿章兄弟编校的传世母本，增补全本。简体横排，套装全2册,曾国藩,2018,北京日报出版社（原同心出版社）,89.0,古籍
王阳明传习录（全译全注，明隆庆六年初刻版）,王阳明 著；张靖杰 译，读客图书 出品,2015,江苏文艺出版社,36.0,古籍
菜根谭（齐白石插画日课版；每日咬得菜根，则百事可做；一日一课，修身立德）,[明]洪应明，绘者 齐白石，果麦文化 出品,2018,三秦出版社,98.0,古籍
诗经（中华经典藏书·升级版）,王秀梅　译注,2016,中华书局,22.0,古籍
说文解字—中华经典藏书,（东汉）许慎 著    知书达礼  出品,2015,吉林美术出版社,45.0,古籍
资治通鉴 精装读书会,（宋）司马光,2018,南京出版社,49.0,古籍
世说新语：名家精译 文白对照 精装珍藏版 作家出版社重点出版 不可不读的国学精萃 老少皆宜 修身必读 学习必备 被鲁迅称为“一本名士的教科书”,（南北朝）刘义庆编著，高高国际 出品,2016,作家出版社,49.8,古籍
图说山海经 精装读书会,刘署刚,2019,吉林出版集团股份有限公司,49.0,古籍
山海经(精)--中华经典名著全本全注全译丛书(第三辑),方韬　译注,2011,中华书局,26.0,古籍
山海经校诠:寰宇全图版 全3册 校诠上下+独创 万物纲目 随书附赠 山海经所载全部地理信息的11张寰宇全图,刘滴川 校诠，高高国际 出品,2017,作家出版社,158.0,古籍
聊斋志异（全四册）（中华经典名著全本全注全译）,于天池 注，孙通海，于天池　等译,2015,中华书局,230.0,古籍
论语·大学·中庸（中华经典名著全本全注全译）,陈晓芬，徐儒宗　译注,2015,中华书局,26.0,古籍
曾国藩家书,（清）曾国藩，译者 张雪健，果麦文化 出品,2018,三秦出版社,68.0,古籍
走遍中国 图说天下 寻梦之旅,霍晨昕,2019,四川人民出版社,29.9,旅游/地图
跟着诗词去旅行 图说天下 寻梦之旅,郝娟菡,2019,四川人民出版社,29.9,旅游/地图
全球最美的100个地方 图说天下 国家地理,<图说天下.国家地理系列>编委会,2012,北京联合出版公司,19.9,旅游/地图
中国地图 世界地图（套装）---（袋装全开大幅面挂图、可折叠平铺、可墙挂，超值二合一）,中国地图出版社,2019,中国地图出版社,18.0,旅游/地图
中国最美的100个地方 图说天下 国家地理,"<图说天下,国家地理系列>编委会",2012,北京联合出版公司,19.9,旅游/地图
走遍中国 图说天下 国家地理,《图说天下·国家地理系列》编委会,2012,北京联合出版公司,19.9,旅游/地图
和爸妈游世界 游中国 精装套装全2册,黄宇,2019,甘肃少年儿童出版社,159.8,旅游/地图
地球100神秘地带 图说天下 国家地理,<图说天下国家地理系列>编委会,2012,北京联合出版公司,19.9,旅游/地图
地道风物·银川,姚瑶 主编，中国国家地理·地道风物 出品,2018,中信出版社,68.0,旅游/地图
怀斯曼生存手册：终极指南（升级版）,（英）约翰?怀斯曼,2019,北方文艺出版社,69.0,旅游/地图
人一生要去的100个地方 世界篇 图说天下 国家地理,<图说天下.国家地理系列>编委会,2012,北京联合出版公司,19.9,旅游/地图
邂逅中国 走遍中国 图说天下 国家地理 套装共5册[精选套装],赵晓玉 ，郝娟菡，《图说天下.国家地理系列》编委会,2017,北京联合出版有限公司,99.5,旅游/地图
地道风物·闽南,范亚昆 主编，中国国家地理·地道风物 出品,2019,北京联合出版有限公司,68.0,旅游/地图
中国自助游（2020全新升级版）,《中国自助游》编辑部,2019,地质出版社,69.9,旅游/地图
地道风物·苏州,范亚昆 主编，中国国家地理·地道风物 出品,2019,北京联合出版有限公司,68.0,旅游/地图
中国地理地图+世界地理地图（学生教师专用挂图 套装共2册）(当当独家)[精选套装],中国地图出版社,2017,中国地图出版社,196.0,旅游/地图
背包中国,一凡,2012,北京日报出版社（原同心出版社）,48.0,旅游/地图
失落的文明 图说天下 国家地理,<图说天下.国家地理系列>编委会,2012,北京联合出版公司,19.9,旅游/地图
旅游饭店星级的划分与评定释义,旅游饭店星级的划分与评定释义,2010,中国旅游出版社,32.0,旅游/地图
自在京都,库索,2019,中信出版社,78.0,旅游/地图
西尔斯怀孕百科（全新升级典藏版）,威廉·西尔斯 等 著 ， 新经典   出品,2019,南海出版公司,88.0,孕产/胎教
宝宝喜爱的睡前胎教故事：Honey，让爸爸的声音陪伴你,菅波,2017,中国轻工业出版社,32.8,孕产/胎教
怀孕圣经（全新升级修订版）,著 Anne Deans，译 李振华,2018,山东科学技术出版社,69.8,孕产/胎教
爸爸的声音  最好的胎教（汉竹）,汉竹　著,2016,江苏科学技术出版社,39.8,孕产/胎教
宝宝喜爱的睡前胎教故事：Honey，听，最美胎教故事,菅波,2017,中国轻工业出版社,32.8,孕产/胎教
怀孕一天一页（第二版）（汉竹）,马良坤,2017,江苏科学技术出版社,49.8,孕产/胎教
孙俪推荐：瘦孕（增订升级版，新增40%的新鲜内容）,邱锦伶 著，博集天卷 出品,2017,湖南科技出版社,55.0,孕产/胎教
范志红详解孕产妇饮食营养全书,范志红 著,2017,化学工业出版社,49.8,孕产/胎教
晚安，宝贝：睡前10分钟胎教故事（科学证明睡前讲故事易被胎宝宝接受。本书既可以当做胎教故事，宝宝出生后也可作为故事书）,菅波,2014,中国轻工业出版社,29.8,孕产/胎教
跟老婆一起怀孕：写给准爸爸的孕期指导书,(英）罗布·肯普 吴凡译,2015,江西人民出版社,32.0,孕产/胎教
怀孕·分娩·育婴图解大百科（全新修订版） 全彩真人图文孕产育百科全书！,韩国三省出版社编辑部 著 快读慢活 出品,2019,江西科学技术出版社,158.0,孕产/胎教
协和专家+协和妈妈圈干货分享：坐月子,马良坤 主编,2018,中国轻工业出版社,39.8,孕产/胎教
协和怀孕大百科,何萃华,2018,四川科技出版社,46.8,孕产/胎教
协和专家+协和妈妈圈干货分享：产后恢复,马良坤,2018,中国轻工业出版社,39.8,孕产/胎教
七田真胎教法,[日]七田真  著,2016,化学工业出版社,36.0,孕产/胎教
跟金牌月嫂坐月子（汉竹）贴心的产后护理，专业的育婴指导！超值附赠坐月子前需要准备这些挂图、月嫂服务技能手册， 是产妇和月嫂的贴心帮手。,"高子云,等 编",2013,江苏科学技术出版社,39.8,孕产/胎教
大流感——最致命瘟疫的史诗,[美] 约翰·M·巴里 著，钟扬，赵佳媛，刘念 译,2018,上海科技教育出版社,98.0,自然科学
协和医院产科专家：备孕怀孕营养胎教全书,马良坤 主编,2016,化学工业出版社,49.8,孕产/胎教
怀孕了吃什么每周一读（北京协和医院营养师，悉心指导孕期每周营养饮食，妈妈学会吃，宝宝长得好！）,李宁 主编,2013,中国轻工业出版社,39.8,孕产/胎教
陪老婆怀孕（汉竹）,陶新城,2017,江苏科学技术出版社,39.8,孕产/胎教
海蒂怀孕大百科（全新第5版，  百万育儿大V大J小D、年糕妈妈推荐！）,（美）海蒂·麦考夫，（美）莎伦·梅泽尔 著，新经典 出品,2019,南海出版公司,68.0,孕产/胎教
几何原本（建立空间秩序久远权威的逻辑推测语系）,（古希腊）欧几里得 著，燕晓东 译，凤凰联动 出品,2011,江苏人民出版社,58.0,自然科学
怎样解题--数学思维的新方法,(美)G.波利亚,2011,上海科技教育出版社,29.0,自然科学
相对论,爱因斯坦,2017,台海出版社,39.8,自然科学
物种起源,达尔文,2017,台海出版社,43.8,自然科学
普林斯顿微积分读本（修订版）,【美】阿德里安·班纳,2016,人民邮电出版社,99.0,自然科学
阳台菜园（40种常见蔬菜混种方案，简单轻松！不易失败！）,[日]田中宁子 著 快读慢活 出品,2019,江西科学技术出版社,58.0,家庭/家居
怦然心动的人生整理魔法套装全2册（全新修订版）,"近藤麻理惠 著,博集天卷 著",2019,湖南文艺出版社,90.0,家庭/家居
小家，越住越大3,逯薇,2019,中信出版社,69.0,家庭/家居
这样装修不后悔（插图修订版）,姥姥  后浪,2014,北京联合出版公司,60.0,家庭/家居
小家，越住越大(2016年度大众喜爱的50种图书，2018年第四届当当影响力作家榜新锐作家),逯薇,2016,中信出版社,58.0,家庭/家居
新手四季养花（汉竹）,王意成,2016,江苏科学技术出版社,29.8,家庭/家居
小家，越住越大1+2+3（套装共3册）,逯薇,2019,中信出版社,195.0,家庭/家居
怦然心动的人生整理魔法（全新修订版）,"［日］近藤麻理惠 著,博集天卷 出品",2018,湖南文艺出版社,45.0,家庭/家居
DK园艺智慧：Monty Don的50年园艺心得,[英]蒙提·唐,2019,北京科学技术出版社,98.0,家庭/家居
小家，越住越大1+2（套装2册）（2018年第四届当当影响力作家榜新锐作家）[精选套装],逯薇,2018,中信出版社,126.0,家庭/家居
爱上收纳：井井有条又热气腾腾的家（限量签名本）,蚂小蚁 著,2020,化学工业出版社,68.0,家庭/家居
修篱筑道——家庭庭院的设计与布置,【日】株式会社主妇之友社 著 梁晨 译,2017,水利水电出版社,50.0,家庭/家居
有家就要好好住：从零开始学装修,好好住,2019,中信出版社,69.0,家庭/家居
零基础养多肉----养活 养好 养出色（汉竹）,阿尔,2017,江苏科学技术出版社,39.8,家庭/家居
收纳全书（新版）,日本文化出版局 著，游韵馨 译，未读 出品，,2019,上海文化出版社,68.0,家庭/家居
小家，越住越大2,逯薇,2018,中信出版社,68.0,家庭/家居
DK园艺新手百科,英国皇家园艺学会，张驰，孙静文,2019,中信出版社,128.0,家庭/家居
收纳，给你变个大房子（当当专享签名版）,卞栎淳,2020,文化发展出版社,55.0,家庭/家居
一辈子的家，这样装修最简单,朱俞君 著，紫图出品,2019,北京联合出版有限公司,69.9,家庭/家居
生活良方 坂井系列（套装2册）（塔莎奶奶的美好生活，明天也是小春日和。）,（日）坂井顺子,2019,北京时代华文书局,98.0,家庭/家居
住宅设计解剖书（2018版）,（日）增田奏,2018,南海出版公司,58.0,建筑
设计准则：成为自已的室内设计师,（美）格里芬　著，张加楠　译,2011,山东画报出版社,30.0,建筑
装修设计解剖书 （2018版）,（日）松下希和,2018,南海出版公司,58.0,建筑
建筑工程施工手册(建筑工程人员必备用书),杨波,2012,化学工业出版社,68.0,建筑
上海市街道设计导则,上海市规划和国土资源管理局、上海市交通委员会、上海市城市规划设计研究院主编,2016,同济大学出版社,98.0,建筑
建筑思维的草图表达（全新修订版！建筑学基础绘图入门宝典，畅销10年，多次重印！ ）,迪特尔·普林茨  克劳斯·D·迈耶保克恩  著，赵巍岩  译，凤凰空间 出品,2017,江苏科学技术出版社,39.0,建筑
负建筑,隈研吾,2008,山东人民出版社,48.0,建筑
住宅收纳设计全书,（日）铃木信弘 著，新经典 出品,2018,南海出版公司,49.0,建筑
工程勘察设计收费标准,发改委、建设部编,2018,中国市场出版社,38.0,建筑
建筑工程外墙外保温装饰一体板应用图集,住房和城乡建设部科技与产业化发展中心,2019,中国建筑工业出版社,20.0,建筑
社区设计：比设计空间更重要的是连接人与人的关系,[日] 山崎亮,2019,北京科学技术出版社,59.0,建筑
PPP项目运作与法律实务,张国印 编著,2019,中国建筑工业出版社,60.0,建筑
城市设计管控方法——上海控制性详细规划附加图则实践,上海市城市规划设计研究院,2018,同济大学出版社,108.0,建筑
世界建筑简史（9000 年的世界标志性建筑）,盖纳.艾尔特南 著，赵晖 译    创美工厂 出品,2018,中国友谊出版公司,198.0,建筑
外部空间设计（日本著名建筑大师芦原义信经典之作！建筑＋空间的入门书籍！全新中文版经典再现！畅销30余年！）,芦原义信 著，凤凰空间 出品,2017,江苏凤凰文艺出版社,42.0,建筑
照明设计终极圣经（室内灯光设计宝典，超实用图文对照，贴近生活，专业易懂）,漂亮家居编辑部 编，凤凰空间 出品,2015,江苏科学技术出版社,58.0,建筑
名师带你学识图 建筑识图零基础入门（第2版）基础理论+实用标准，带你快速掌握工程语言；工程图纸+详细解读，教你迅速洞悉图纸奥秘！,孟炜 主编，凤凰空间 出品,2015,江苏科学技术出版社,22.0,建筑
穿墙透壁剖视中国经典古建筑,李乾朗　著,2009,广西师范大学出版社,118.0,建筑
建筑形式的逻辑概念,【德】托马斯·史密斯,2018,北京科学技术出版社,42.0,建筑
工程车图典,韩雪  编绘,2018,化学工业出版社,29.8,建筑
财富第五波（全新修订本）,保罗?皮尔泽 著,2018,中国社会科学出版社,35.0,经济
货币战争1-5（套装5册）（团购，请致电400-106-6666转6）,宋鸿兵,2017,中信出版社,246.0,经济
理性乐观派：一部人类经济进步史（团购，请致电400-106-6666转6）,[英]里德利　著，闾佳　译,2015,机械工业出版社,69.0,经济
新经济，新规则(团购，请致电400-106-6666转6),凯文·凯利（美）,2014,电子工业出版社,45.0,经济
通证经济改造：全球经济的下一场风暴,徐刚、余辉  著  华夏智库   出品,2019,中国商业出版社,68.0,经济
曾国藩的经济课（当当专享作者寄语签章版）,张宏杰,2019,上海三联书店,68.0,经济
区块链——领导干部读本（修订版）,任仲文,2019,人民日报出版社,39.0,经济
中国为什么有前途:对外经济关系的战略潜能（第3版）,翟东升,2019,机械工业出版社,59.0,经济
非对称风险：《黑天鹅》《反脆弱》作者塔勒布重磅新书,【美】纳西姆·尼古拉斯·塔勒布,2019,中信出版社,68.0,经济
剑桥中国经济史：古代到19世纪,万志英,2018,中国人民大学出版社,88.0,经济
房地产项目营销——策划·模式·方案,朱德义  主编,2018,化学工业出版社,58.0,经济
